run_id,variant_id,training_seed,evaluation_seed,environment_id,length_steps,termination_reason,robust_success,action_saturation_fraction,action_sign_changes_per_second,action_total_variation,cart_position_rms,longest_upright_seconds,max_abs_cart_position,mean_abs_action_delta,mean_abs_cart_velocity,mean_abs_normalized_action,mean_abs_requested_effort,pole_angle_rms_radians,pole_angular_velocity_rms,upright_fraction_12deg
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,18,1800,time_limit,True,0.0016666666666666668,0.03333333333333333,1.9143270254135132,1.6724920168541828,29.9,1.7759286165237427,0.0010641061842209633,0.06245247734917535,0.013686146206325954,0.6842831081814236,0.028850699077520178,0.2118916198753621,0.9966666666666667
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,19,1800,time_limit,True,0.0,0.03333333333333333,1.1198614835739136,1.6909199687483158,29.7,1.7759287357330322,0.0006224910970394184,0.047479286193847656,0.010139628516303168,0.5069779120551215,0.025881031516915842,0.06716375596749799,0.995
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,20,1800,time_limit,True,0.0,0.0,0.8897560834884644,1.6665430455455539,29.85,1.7759287357330322,0.0004945837039958112,0.06638637118869357,0.013782795800103081,0.6891164143880208,0.025398096794754032,0.11842622397411272,0.995
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,21,1800,time_limit,True,0.0,0.0,0.3577677011489868,1.7022617428681874,29.983333333333334,1.7759286165237427,0.00019887031748137121,0.0402611329820421,0.008110210100809733,0.40550804985894096,0.014926544532892404,0.019298679406440755,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,22,1800,time_limit,True,0.0016666666666666668,0.03333333333333333,3.1951451301574707,1.6115494008419868,29.433333333333334,1.7759288549423218,0.0017760673319385607,0.11576097276475694,0.024748611450195312,1.2374458821614582,0.03590697129774428,0.2415249551534164,0.9861111111111112
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,23,1800,time_limit,True,0.0038888888888888888,0.06666666666666667,2.015028476715088,1.7082759295487642,29.833333333333332,1.7759286165237427,0.0011200825329155575,0.06222492218017578,0.013420342339409723,0.6709897189670139,0.04002683044331469,0.2765059112107041,0.9944444444444445
phase2_cartpole_controlled_ablation__A_E50__seed42,A_E50,42,101,24,1800,time_limit,True,0.0,0.0,0.3315659165382385,1.6245404498433036,29.983333333333334,1.7759286165237427,0.0001843056790095823,0.0904058837890625,0.018234585656060114,0.9117086452907986,0.010473445484587627,0.014681473390624434,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,0,1800,time_limit,True,0.0033333333333333335,0.03333333333333333,2.5104286670684814,0.4533658962148503,29.283333333333335,1.654143214225769,0.001395457847175365,0.09646324157714843,0.020970933702256944,1.0485511610243055,0.050021357743155574,0.26076014945414594,0.9916666666666667
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,1,1800,time_limit,True,0.0005555555555555556,0.06666666666666667,2.885685443878174,0.36070743658004195,28.2,1.0608316659927368,0.0016040497186649103,0.10734687805175781,0.02350489722357856,1.1752433268229168,0.05131234261677962,0.1557827962434929,0.9783333333333334
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,2,1800,time_limit,True,0.0,0.03333333333333333,0.6017998456954956,0.28703651109143635,29.983333333333334,0.5302290320396423,0.00033451909154835773,0.04664381239149305,0.009758394029405383,0.48791042751736113,0.02546952728146329,0.03524097735077434,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,3,1800,time_limit,True,0.0011111111111111111,0.06666666666666667,3.9125096797943115,0.4045097441817945,27.95,1.4816974401474,0.0021748247247328025,0.14169326782226563,0.030572348700629342,1.5286124674479167,0.07060419682104105,0.19374381981840785,0.9555555555555556
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,4,1800,time_limit,True,0.0005555555555555556,0.03333333333333333,1.725139856338501,0.325538319842825,29.916666666666668,0.8811220526695251,0.000958943777842413,0.04926427629258898,0.01081180042690701,0.5406041802300348,0.029469774724844824,0.092971422742933,0.9972222222222222
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,5,1800,time_limit,False,0.0016666666666666668,0.06666666666666667,3.9934706687927246,0.430134040384486,27.733333333333334,1.6600558757781982,0.002219828053803627,0.15825759887695312,0.03520563761393229,1.760278591579861,0.07930957878256929,0.27800322306203146,0.9488888888888889
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,6,1800,time_limit,True,0.0005555555555555556,0.03333333333333333,1.4114482402801514,0.32367331180370745,29.783333333333335,0.9946373701095581,0.0007845737855920797,0.07664314270019532,0.016425691180759008,0.8212634955512153,0.040559572531859225,0.11857888904999558,0.9927777777777778
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,7,1800,time_limit,True,0.0005555555555555556,0.06666666666666667,2.5139312744140625,0.3357400855264335,28.866666666666667,0.8747555613517761,0.0013974048217977,0.11283543904622396,0.025021294487847224,1.2510640462239584,0.06008459670616394,0.2105644588327134,0.9761111111111112
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,8,1800,time_limit,True,0.0005555555555555556,0.03333333333333333,1.7765074968338013,0.38640441244171514,29.983333333333334,1.297275185585022,0.0009874972189181774,0.05523117065429688,0.011791951921251084,0.5895983208550347,0.026938525682646215,0.07935114998665517,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,9,1800,time_limit,True,0.0,0.0,0.42291414737701416,0.2803704266828291,29.983333333333334,0.9952667951583862,0.000235082905712626,0.008659246232774523,0.001915758318371243,0.09578767564561631,0.018493476422000863,0.02172055445065854,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,10,1800,time_limit,True,0.0005555555555555556,0.06666666666666667,2.135202407836914,0.2948287886576051,29.983333333333334,0.634691059589386,0.0011868829393201301,0.06652348412407769,0.014221587710910373,0.7110696750217014,0.03307380775192391,0.07885301260731481,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,11,1800,time_limit,True,0.0,0.06666666666666667,1.499243974685669,0.31141700087629665,29.983333333333334,0.7402114272117615,0.000833376306106542,0.07217373318142362,0.01569133758544922,0.784560546875,0.03506413955768781,0.07240549292946294,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,12,1800,time_limit,True,0.0044444444444444444,0.03333333333333333,2.5183238983154297,0.4049065074621008,28.95,1.454237937927246,0.0013998465249113006,0.11012920803493924,0.022998871273464627,1.1499385579427084,0.0594716451134739,0.2687189128550065,0.9716666666666667
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,13,1800,time_limit,True,0.0016666666666666668,0.06666666666666667,4.093944549560547,0.38790830478198945,27.733333333333334,1.3454774618148804,0.002275677904147052,0.16378814697265626,0.035799937778049046,1.7899964735243055,0.08070708926634888,0.2661597281236161,0.9505555555555556
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,14,1800,time_limit,True,0.0033333333333333335,0.03333333333333333,1.8631579875946045,0.3475918347978906,29.066666666666666,1.0930520296096802,0.0010356631392966118,0.09197230021158855,0.020018028683132596,1.0009027777777777,0.052970326968124065,0.21639634900447707,0.9866666666666667
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,15,1800,time_limit,True,0.0005555555555555556,0.06666666666666667,2.037593364715576,0.3074025582267688,29.416666666666668,0.8234710693359375,0.0011326255501476242,0.07295130411783854,0.015638710657755534,0.7819326443142361,0.04382277596785623,0.07433083085550543,0.9816666666666667
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,16,1800,time_limit,False,0.002777777777777778,0.06666666666666667,4.4592604637146,0.44870809970428926,27.583333333333332,1.868355393409729,0.002478744004288271,0.1924986606174045,0.04214966244167752,2.1074849446614583,0.0936307586768618,0.3143684647076541,0.9411111111111111
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,17,1800,time_limit,True,0.0005555555555555556,0.06666666666666667,2.2201247215270996,0.33730948137436545,29.35,0.8912930488586426,0.0012340882276415228,0.09451655069986979,0.020419620937771266,1.0209823269314235,0.051658097346107795,0.1039492308683954,0.9822222222222222
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,18,1800,time_limit,True,0.0,0.06666666666666667,1.3125864267349243,0.29180564838811224,29.75,0.7728832960128784,0.0007296200259782793,0.07362572564019097,0.01610264990064833,0.8051260715060764,0.04455118012183527,0.13273754522978218,0.9916666666666667
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,19,1800,time_limit,True,0.0,0.0,0.4698086082935333,0.29169356449168315,29.983333333333334,0.8479329347610474,0.0002611498656439874,0.01992982440524631,0.0033941804038153753,0.16970545450846355,0.013870318899472737,0.021510955089514703,0.9994444444444445
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,20,1800,time_limit,True,0.0,0.03333333333333333,1.0842483043670654,0.313071295827578,29.75,0.8180379867553711,0.0006026949996481742,0.06515341016981337,0.014266075558132595,0.7132851155598958,0.03971392521907508,0.10603368343138377,0.9916666666666667
phase2_cartpole_controlled_ablation__A_E50__seed123,A_E50,123,101,21,1800,time_limit,True,0.0005555555555555556,0.03333333333333333,1.4111990928649902,0.3131629388549097,29.983333333333334,0.7860550880432129,0.0007844352934213397,0.0355200809902615,0.00765502134958903,0.3827556016710069,0.021083648837597398,0.04334010401429821,0.9994444444444445
